src_id,dst_id,ts,train_mask,val_mask,test_mask,idx
6676,6655,1987,True,False,False,151
6686,6561,1987,True,False,False,152
6675,6660,1987,True,False,False,153
101,6623,1988,True,False,False,154
6699,6676,1988,True,False,False,155
6699,6649,1988,True,False,False,156
6699,6615,1988,True,False,False,157
6698,6696,1988,True,False,False,158
6698,6677,1988,True,False,False,159
6696,125,1988,True,False,False,160
6696,6557,1988,True,False,False,161
6694,6696,1988,True,False,False,162
6701,1313,1988,True,False,False,163
106,6603,1988,True,False,False,164
103,6676,1988,True,False,False,165
101,6676,1988,True,False,False,166
6696,6694,1988,True,False,False,167
6702,6615,1988,True,False,False,168
6709,6557,1988,True,False,False,169
6704,6649,1988,True,False,False,170
6713,6670,1988,True,False,False,171
6713,6644,1988,True,False,False,172
6713,1239,1988,True,False,False,173
6712,6668,1988,True,False,False,174
6712,6659,1988,True,False,False,175
6712,1237,1988,True,False,False,176
6704,6586,1988,True,False,False,177
6711,6618,1988,True,False,False,178
6708,6686,1988,True,False,False,179
6707,6670,1988,True,False,False,180
6707,6618,1988,True,False,False,181
6706,6632,1988,True,False,False,182
6706,113,1988,True,False,False,183
6705,6632,1988,True,False,False,184
106,6637,1988,True,False,False,185
106,6638,1988,True,False,False,186
117,99,1988,True,False,False,187
111,6575,1988,True,False,False,188
127,1237,1988,True,False,False,189
6694,6673,1988,True,False,False,190
6694,6637,1988,True,False,False,191
6693,6675,1988,True,False,False,192
6693,6661,1988,True,False,False,193
6693,6636,1988,True,False,False,194
126,6603,1988,True,False,False,195
6692,6660,1988,True,False,False,196
6691,6563,1988,True,False,False,197
6688,6673,1988,True,False,False,198
6687,6632,1988,True,False,False,199
6688,93,1988,True,False,False,200
6688,106,1988,True,False,False,201
6688,6637,1988,True,False,False,202
6691,6638,1988,True,False,False,203
106,6663,1988,True,False,False,204
126,6542,1988,True,False,False,205
123,6650,1988,True,False,False,206
111,6632,1988,True,False,False,207
112,6638,1988,True,False,False,208
113,6629,1988,True,False,False,209
113,6632,1988,True,False,False,210
114,6638,1988,True,False,False,211
115,6679,1988,True,False,False,212
124,1245,1988,True,False,False,213
116,111,1988,True,False,False,214
117,1229,1988,True,False,False,215
117,2688,1988,True,False,False,216
118,6592,1988,True,False,False,217
119,6638,1988,True,False,False,218
119,6663,1988,True,False,False,219
120,6542,1988,True,False,False,220
116,6632,1988,True,False,False,221
6694,3098,1988,True,False,False,222
1275,6598,1988,True,False,False,223
1272,6561,1988,True,False,False,224
1313,6701,1988,True,False,False,225
1315,6681,1988,True,False,False,226
1317,6640,1988,True,False,False,227
1317,6641,1988,True,False,False,228
1321,6676,1988,True,False,False,229
1322,2715,1988,True,False,False,230
1323,6656,1988,True,False,False,231
1323,6659,1988,True,False,False,232
1323,6660,1988,True,False,False,233
1324,6561,1988,True,False,False,234
1325,6555,1988,True,False,False,235
1325,6557,1988,True,False,False,236
1328,2720,1988,True,False,False,237
1329,1269,1988,True,False,False,238
1332,1277,1988,True,False,False,239
1332,6617,1988,True,False,False,240
1333,2696,1988,True,False,False,241
1333,6632,1988,True,False,False,242
1333,6633,1988,True,False,False,243
1333,6648,1988,True,False,False,244
1333,6680,1988,True,False,False,245
1336,1246,1988,True,False,False,246
1338,6655,1988,True,False,False,247
1338,6700,1988,True,False,False,248
1271,6711,1988,True,False,False,249
1311,6675,1988,True,False,False,250
1309,2714,1988,True,False,False,251
1332,6639,1988,True,False,False,252
1294,6531,1988,True,False,False,253
1301,102,1988,True,False,False,254
1299,6542,1988,True,False,False,255
1299,1229,1988,True,False,False,256
1296,6686,1988,True,False,False,257
1295,6571,1988,True,False,False,258
1295,1266,1988,True,False,False,259
1294,6679,1988,True,False,False,260
1277,6639,1988,True,False,False,261
1294,1266,1988,True,False,False,262
1292,6542,1988,True,False,False,263
1292,1253,1988,True,False,False,264
1279,6642,1988,True,False,False,265
1288,6631,1988,True,False,False,266
1288,6614,1988,True,False,False,267
1288,1236,1988,True,False,False,268
1303,2681,1988,True,False,False,269
1303,6624,1988,True,False,False,270
1303,6653,1988,True,False,False,271
1303,6654,1988,True,False,False,272
1283,1227,1988,True,False,False,273
1279,6665,1988,True,False,False,274
1277,1332,1988,True,False,False,275
2734,6628,1989,True,False,False,276
2740,1316,1989,True,False,False,277
2743,1252,1989,True,False,False,278
2743,1272,1989,True,False,False,279
2743,1290,1989,True,False,False,280
2743,2675,1989,True,False,False,281
2743,2696,1989,True,False,False,282
2748,1237,1989,True,False,False,283
2750,6686,1989,True,False,False,284
2752,1237,1989,True,False,False,285
2752,1325,1989,True,False,False,286
2752,6557,1989,True,False,False,287
2755,1329,1989,True,False,False,288
2734,2733,1989,True,False,False,289
2743,2694,1989,True,False,False,290
6730,6670,1989,True,False,False,291
2755,1338,1989,True,False,False,292
3121,6557,1989,True,False,False,293
3118,6656,1989,True,False,False,294
3116,3115,1989,True,False,False,295
3115,3116,1989,True,False,False,296
2728,1315,1989,True,False,False,297
2729,6668,1989,True,False,False,298
2730,1288,1989,True,False,False,299
2734,2708,1989,True,False,False,300
2730,6584,1989,True,False,False,301
2732,1265,1989,True,False,False,302
2732,1284,1989,True,False,False,303
2733,1272,1989,True,False,False,304
2733,1290,1989,True,False,False,305
6733,2740,1989,True,False,False,306
2733,2734,1989,True,False,False,307
2733,6628,1989,True,False,False,308
2731,6577,1989,True,False,False,309
2755,6700,1989,True,False,False,310
6715,1331,1989,True,False,False,311
2756,1331,1989,True,False,False,312
6731,1237,1989,True,False,False,313
6722,6696,1989,True,False,False,314
6724,1302,1989,True,False,False,315
6724,6710,1989,True,False,False,316
6725,6691,1989,True,False,False,317
6727,2705,1989,True,False,False,318
6732,6676,1989,True,False,False,319
6727,2722,1989,True,False,False,320
6728,6571,1989,True,False,False,321
6728,6663,1989,True,False,False,322
6728,6689,1989,True,False,False,323
6728,6696,1989,True,False,False,324
6728,6732,1989,True,False,False,325
6729,6615,1989,True,False,False,326
6727,7432,1989,True,False,False,327
6732,6698,1989,True,False,False,328
3122,6677,1989,True,False,False,329
6722,3111,1989,True,False,False,330
2757,1230,1989,True,False,False,331
2757,1273,1989,True,False,False,332
2757,1296,1989,True,False,False,333
2757,3113,1989,True,False,False,334
2758,6664,1989,True,False,False,335
2759,1273,1989,True,False,False,336
6714,1229,1989,True,False,False,337
6714,2755,1989,True,False,False,338
6715,1325,1989,True,False,False,339
6730,6713,1989,True,False,False,340
6715,2752,1989,True,False,False,341
6715,6557,1989,True,False,False,342
6716,6690,1989,True,False,False,343
6718,6655,1989,True,False,False,344
6718,6698,1989,True,False,False,345
2756,1229,1989,True,False,False,346
3122,6688,1989,True,False,False,347
3131,3126,1989,True,False,False,348
3123,3120,1989,True,False,False,349
3133,3109,1989,True,False,False,350
3133,3125,1989,True,False,False,351
3134,3115,1989,True,False,False,352
3134,3116,1989,True,False,False,353
3134,3126,1989,True,False,False,354
3134,3131,1989,True,False,False,355
3137,6615,1989,True,False,False,356
3138,3105,1989,True,False,False,357
3138,3108,1989,True,False,False,358
3138,6638,1989,True,False,False,359
3139,3107,1989,True,False,False,360
3122,6698,1989,True,False,False,361
3143,3106,1989,True,False,False,362
3143,3110,1989,True,False,False,363
3131,3134,1989,True,False,False,364
3143,3116,1989,True,False,False,365
3144,3114,1989,True,False,False,366
6733,6676,1989,True,False,False,367
6733,6677,1989,True,False,False,368
6733,6699,1989,True,False,False,369
6734,1237,1989,True,False,False,370
6734,2729,1989,True,False,False,371
6734,6557,1989,True,False,False,372
6734,6712,1989,True,False,False,373
6735,2753,1989,True,False,False,374
6735,6668,1989,True,False,False,375
3144,3119,1989,True,False,False,376
3145,3125,1989,True,False,False,377
3151,1249,1989,True,False,False,378
6733,2758,1989,True,False,False,379
3144,3106,1989,True,False,False,380
3131,3116,1989,True,False,False,381
3142,3114,1989,True,False,False,382
3129,6708,1989,True,False,False,383
3124,3135,1989,True,False,False,384
3125,3133,1989,True,False,False,385
3125,3145,1989,True,False,False,386
3126,3115,1989,True,False,False,387
3131,3115,1989,True,False,False,388
3126,3116,1989,True,False,False,389
6733,6656,1989,True,False,False,390
3127,3122,1989,True,False,False,391
3126,3134,1989,True,False,False,392
3126,3131,1989,True,False,False,393
3129,2757,1989,True,False,False,394
3127,6637,1989,True,False,False,395
3129,6686,1989,True,False,False,396
6752,6669,1990,True,False,False,397
6754,6686,1990,True,False,False,398
6754,6561,1990,True,False,False,399
6737,6582,1990,True,False,False,400
6739,1364,1990,True,False,False,401
6754,3108,1990,True,False,False,402
6742,6649,1990,True,False,False,403
6743,6694,1990,True,False,False,404
6752,6761,1990,True,False,False,405
6744,6676,1990,True,False,False,406
6744,6698,1990,True,False,False,407
6753,1237,1990,True,False,False,408
6744,6733,1990,True,False,False,409
6746,6719,1990,True,False,False,410
6749,6636,1990,True,False,False,411
6751,6678,1990,True,False,False,412
6752,1237,1990,True,False,False,413
6752,6561,1990,True,False,False,414
6744,6677,1990,True,False,False,415
6744,6699,1990,True,False,False,416
6764,6711,1990,True,False,False,417
6737,3120,1990,True,False,False,418
6763,6632,1990,True,False,False,419
6761,6752,1990,True,False,False,420
6761,6679,1990,True,False,False,421
6758,6728,1990,True,False,False,422
6758,6658,1990,True,False,False,423
6757,6734,1990,True,False,False,424
6757,6715,1990,True,False,False,425
6757,2752,1990,True,False,False,426
6757,1325,1990,True,False,False,427
6756,6715,1990,True,False,False,428
6756,6586,1990,True,False,False,429
6756,1331,1990,True,False,False,430
6756,1325,1990,True,False,False,431
6755,6715,1990,True,False,False,432
6755,2747,1990,True,False,False,433
6755,1331,1990,True,False,False,434
6755,1325,1990,True,False,False,435
6736,2729,1990,True,False,False,436
6736,6668,1990,True,False,False,437
6736,6713,1990,True,False,False,438
6736,6724,1990,True,False,False,439
6765,6618,1990,True,False,False,440
6736,6710,1990,True,False,False,441
6737,3123,1990,True,False,False,442
3174,3144,1990,True,False,False,443
3154,3136,1990,True,False,False,444
3154,3135,1990,True,False,False,445
6767,1246,1990,True,False,False,446
3153,3157,1990,True,False,False,447
3153,3135,1990,True,False,False,448
11830,6606,1990,True,False,False,449
11830,1364,1990,True,False,False,450
11829,6684,1990,True,False,False,451
11829,6683,1990,True,False,False,452
11829,6656,1990,True,False,False,453
11825,6729,1990,True,False,False,454
3155,3123,1990,True,False,False,455
11825,6703,1990,True,False,False,456
11823,6675,1990,True,False,False,457
11822,6586,1990,True,False,False,458
11821,6673,1990,True,False,False,459
11821,2752,1990,True,False,False,460
11820,3113,1990,True,False,False,461
11820,1296,1990,True,False,False,462
11819,6681,1990,True,False,False,463
11817,2752,1990,True,False,False,464
11817,1396,1990,True,False,False,465
11817,1331,1990,True,False,False,466
11817,1325,1990,True,False,False,467
11824,6729,1990,True,False,False,468
3175,3146,1990,True,False,False,469
3155,6737,1990,True,False,False,470
3157,3153,1990,True,False,False,471
3174,3114,1990,True,False,False,472
3172,3171,1990,True,False,False,473
3172,3116,1990,True,False,False,474
3171,3172,1990,True,False,False,475
3170,3110,1990,True,False,False,476
3169,6717,1990,True,False,False,477
3169,6694,1990,True,False,False,478
3169,6686,1990,True,False,False,479
3169,6561,1990,True,False,False,480
3169,3124,1990,True,False,False,481
3169,3108,1990,True,False,False,482
3157,3135,1990,True,False,False,483
3169,2746,1990,True,False,False,484
3166,3148,1990,True,False,False,485
3165,3158,1990,True,False,False,486
3164,3165,1990,True,False,False,487
3164,3158,1990,True,False,False,488
3163,3146,1990,True,False,False,489
3163,3145,1990,True,False,False,490
3161,3160,1990,True,False,False,491
3161,3130,1990,True,False,False,492
3160,3132,1990,True,False,False,493
3158,3165,1990,True,False,False,494
3158,3164,1990,True,False,False,495
3168,3136,1990,True,False,False,496
6767,6651,1990,True,False,False,497
6744,6722,1990,True,False,False,498
1399,2734,1990,True,False,False,499
1386,1333,1990,True,False,False,500
1385,1279,1990,True,False,False,501
1384,6714,1990,True,False,False,502
1384,2756,1990,True,False,False,503
1384,1399,1990,True,False,False,504
1382,6686,1990,True,False,False,505
1378,6686,1990,True,False,False,506
1378,6561,1990,True,False,False,507
1375,1272,1990,True,False,False,508
1373,6696,1990,True,False,False,509
1372,6648,1990,True,False,False,510
1372,6632,1990,True,False,False,511
1372,6575,1990,True,False,False,512
1370,6602,1990,True,False,False,513
1386,6632,1990,True,False,False,514
1369,6756,1990,True,False,False,515
1369,1325,1990,True,False,False,516
1368,1306,1990,True,False,False,517
1366,6739,1990,True,False,False,518
1364,6739,1990,True,False,False,519
1363,6721,1990,True,False,False,520
1363,6677,1990,True,False,False,521
1360,6734,1990,True,False,False,522
1360,6713,1990,True,False,False,523
1360,6712,1990,True,False,False,524
1360,2729,1990,True,False,False,525
1360,1237,1990,True,False,False,526
1358,115,1990,True,False,False,527
1357,6715,1990,True,False,False,528
1357,2752,1990,True,False,False,529
1369,6715,1990,True,False,False,530
1386,6648,1990,True,False,False,531
1387,1325,1990,True,False,False,532
1387,2737,1990,True,False,False,533
1394,1319,1990,True,False,False,534
1396,1325,1990,True,False,False,535
1396,6618,1990,True,False,False,536
1396,6711,1990,True,False,False,537
1397,1325,1990,True,False,False,538
1397,6555,1990,True,False,False,539
1397,6557,1990,True,False,False,540
1397,6614,1990,True,False,False,541
1397,6655,1990,True,False,False,542
1397,6672,1990,True,False,False,543
1397,6696,1990,True,False,False,544
1398,6701,1990,True,False,False,545
1399,2692,1990,True,False,False,546
1388,6645,1990,True,False,False,547
1399,2746,1990,True,False,False,548
1399,6685,1990,True,False,False,549
1399,6714,1990,True,False,False,550
1388,6620,1990,True,False,False,551
1388,6624,1990,True,False,False,552
1416,1334,1990,True,False,False,553
1416,1276,1990,True,False,False,554
1415,1245,1990,True,False,False,555
1413,6729,1990,True,False,False,556
1357,2737,1990,True,False,False,557
1413,105,1990,True,False,False,558
1409,1265,1990,True,False,False,559
1408,1326,1990,True,False,False,560
1404,2742,1990,True,False,False,561
1402,115,1990,True,False,False,562
1401,1276,1990,True,False,False,563
1400,2746,1990,True,False,False,564
1411,1229,1990,True,False,False,565
1394,1289,1990,True,False,False,566
1357,1331,1990,True,False,False,567
1356,2713,1990,True,False,False,568
1357,1325,1990,True,False,False,569
1342,2755,1990,True,False,False,570
1342,6686,1990,True,False,False,571
1342,6715,1990,True,False,False,572
1343,2694,1990,True,False,False,573
1344,1282,1990,True,False,False,574
1346,1315,1990,True,False,False,575
1346,1333,1990,True,False,False,576
1416,2711,1990,True,False,False,577
1346,6762,1990,True,False,False,578
1392,2738,1990,True,False,False,579
1347,3113,1990,True,False,False,580
1348,6639,1990,True,False,False,581
1349,1287,1990,True,False,False,582
1349,2730,1990,True,False,False,583
1350,1278,1990,True,False,False,584
1351,1328,1990,True,False,False,585
1352,1321,1990,True,False,False,586
1352,6676,1990,True,False,False,587
1353,6561,1990,True,False,False,588
1353,6686,1990,True,False,False,589
1347,2757,1990,True,False,False,590
3188,3136,1991,True,False,False,591
3188,106,1991,True,False,False,592
3185,3141,1991,True,False,False,593
3184,3218,1991,True,False,False,594
3185,3111,1991,True,False,False,595
3184,3219,1991,True,False,False,596
3188,3160,1991,True,False,False,597
3185,3125,1991,True,False,False,598
3188,3180,1991,True,False,False,599
3190,6795,1991,True,False,False,600
3188,3184,1991,True,False,False,601
3189,3161,1991,True,False,False,602
3189,3187,1991,True,False,False,603
3184,3180,1991,True,False,False,604
3192,3116,1991,True,False,False,605
3192,3134,1991,True,False,False,606
3195,2747,1991,True,False,False,607
3195,3169,1991,True,False,False,608
3195,3200,1991,True,False,False,609
3195,6673,1991,True,False,False,610
3195,6717,1991,True,False,False,611
3188,3182,1991,True,False,False,612
3183,3204,1991,True,False,False,613
3182,3204,1991,True,False,False,614
3183,3153,1991,True,False,False,615
6783,6690,1991,True,False,False,616
3179,3154,1991,True,False,False,617
3179,3158,1991,True,False,False,618
3179,3164,1991,True,False,False,619
3769,3216,1991,True,False,False,620
3770,3216,1991,True,False,False,621
3179,3165,1991,True,False,False,622
3180,3170,1991,True,False,False,623
3180,3174,1991,True,False,False,624
3180,3177,1991,True,False,False,625
3180,3182,1991,True,False,False,626
3180,3188,1991,True,False,False,627
3181,3116,1991,True,False,False,628
3181,3154,1991,True,False,False,629
3182,3135,1991,True,False,False,630
3182,3153,1991,True,False,False,631
3182,3170,1991,True,False,False,632
3182,3180,1991,True,False,False,633
3182,3183,1991,True,False,False,634
3183,3135,1991,True,False,False,635
3183,3148,1991,True,False,False,636
3183,3154,1991,True,False,False,637
3181,3194,1991,True,False,False,638
6783,2756,1991,True,False,False,639
11855,11823,1991,True,False,False,640
2779,6719,1991,True,False,False,641
2777,2741,1991,True,False,False,642
2776,2734,1991,True,False,False,643
2776,2733,1991,True,False,False,644
2776,1380,1991,True,False,False,645
2773,6755,1991,True,False,False,646
2773,2752,1991,True,False,False,647
2773,1277,1991,True,False,False,648
2772,2743,1991,True,False,False,649
2770,6744,1991,True,False,False,650
2769,1237,1991,True,False,False,651
2766,6753,1991,True,False,False,652
2766,1399,1991,True,False,False,653
2764,6747,1991,True,False,False,654
2764,1385,1991,True,False,False,655
2764,1279,1991,True,False,False,656
2763,6765,1991,True,False,False,657
2763,6711,1991,True,False,False,658
2763,6618,1991,True,False,False,659
2761,6729,1991,True,False,False,660
2761,3152,1991,True,False,False,661
2761,1355,1991,True,False,False,662
2760,6716,1991,True,False,False,663
2780,6557,1991,True,False,False,664
2782,1274,1991,True,False,False,665
2783,3217,1991,True,False,False,666
2783,6761,1991,True,False,False,667
2794,2756,1991,True,False,False,668
2794,1331,1991,True,False,False,669
2793,2756,1991,True,False,False,670
2793,2747,1991,True,False,False,671
2793,2746,1991,True,False,False,672
2793,1331,1991,True,False,False,673
2793,1325,1991,True,False,False,674
2792,6716,1991,True,False,False,675
2792,2756,1991,True,False,False,676
2792,1384,1991,True,False,False,677
2792,1329,1991,True,False,False,678
2760,6691,1991,True,False,False,679
2788,1339,1991,True,False,False,680
2787,6557,1991,True,False,False,681
2787,1399,1991,True,False,False,682
2787,1325,1991,True,False,False,683
2787,1294,1991,True,False,False,684
2787,1277,1991,True,False,False,685
2785,6656,1991,True,False,False,686
2785,2758,1991,True,False,False,687
2784,6648,1991,True,False,False,688
2784,6632,1991,True,False,False,689
2784,6575,1991,True,False,False,690
2784,1372,1991,True,False,False,691
2787,6715,1991,True,False,False,692
3196,115,1991,True,False,False,693
2760,6690,1991,True,False,False,694
11832,1325,1991,True,False,False,695
11839,2752,1991,True,False,False,696
11839,6715,1991,True,False,False,697
11839,6746,1991,True,False,False,698
11840,1325,1991,True,False,False,699
11840,1369,1991,True,False,False,700
11840,1397,1991,True,False,False,701
11840,1399,1991,True,False,False,702
11840,2752,1991,True,False,False,703
11840,6715,1991,True,False,False,704
11840,6729,1991,True,False,False,705
11841,1296,1991,True,False,False,706
11841,1378,1991,True,False,False,707
11846,1380,1991,True,False,False,708
11846,2728,1991,True,False,False,709
11848,1333,1991,True,False,False,710
11849,6727,1991,True,False,False,711
11849,6761,1991,True,False,False,712
11851,113,1991,True,False,False,713
11852,6637,1991,True,False,False,714
11852,6673,1991,True,False,False,715
11853,1308,1991,True,False,False,716
11855,6749,1991,True,False,False,717
11855,6750,1991,True,False,False,718
11839,103,1991,True,False,False,719
11838,6756,1991,True,False,False,720
11838,2787,1991,True,False,False,721
11838,1369,1991,True,False,False,722
11832,6557,1991,True,False,False,723
11832,6715,1991,True,False,False,724
11832,6756,1991,True,False,False,725
11833,1325,1991,True,False,False,726
11833,1399,1991,True,False,False,727
11833,2738,1991,True,False,False,728
11833,2752,1991,True,False,False,729
11833,2787,1991,True,False,False,730
11833,6715,1991,True,False,False,731
11833,6793,1991,True,False,False,732
11835,1325,1991,True,False,False,733
11831,1399,1991,True,False,False,734
11835,6669,1991,True,False,False,735
11836,6750,1991,True,False,False,736
11836,6787,1991,True,False,False,737
11836,11821,1991,True,False,False,738
11836,11839,1991,True,False,False,739
11837,1325,1991,True,False,False,740
11837,6557,1991,True,False,False,741
11837,6696,1991,True,False,False,742
11837,6715,1991,True,False,False,743
11838,1278,1991,True,False,False,744
11838,1325,1991,True,False,False,745
11838,1350,1991,True,False,False,746
11836,2752,1991,True,False,False,747
3196,3111,1991,True,False,False,748
2795,6665,1991,True,False,False,749
3197,3196,1991,True,False,False,750
6788,6632,1991,True,False,False,751
6787,6750,1991,True,False,False,752
6787,6714,1991,True,False,False,753
6787,6676,1991,True,False,False,754
6787,2756,1991,True,False,False,755
6787,1321,1991,True,False,False,756
6786,6672,1991,True,False,False,757
6786,1395,1991,True,False,False,758
6786,1228,1991,True,False,False,759
6785,6784,1991,True,False,False,760
6788,6763,1991,True,False,False,761
6784,6785,1991,True,False,False,762
6783,6716,1991,True,False,False,763
6783,6701,1991,True,False,False,764
6768,6628,1991,True,False,False,765
6770,6656,1991,True,False,False,766
6771,6729,1991,True,False,False,767
6772,6655,1991,True,False,False,768
6772,6718,1991,True,False,False,769
6773,2729,1991,True,False,False,770
6773,6734,1991,True,False,False,771
6776,6776,1991,True,False,False,772
6784,1276,1991,True,False,False,773
6777,2738,1991,True,False,False,774
6789,2783,1991,True,False,False,775
6789,6761,1991,True,False,False,776
2795,6557,1991,True,False,False,777
6798,3174,1991,True,False,False,778
6799,1382,1991,True,False,False,779
6799,2737,1991,True,False,False,780
6799,6686,1991,True,False,False,781
6800,1399,1991,True,False,False,782
6801,6625,1991,True,False,False,783
3196,3197,1991,True,False,False,784
6798,3173,1991,True,False,False,785
6798,3172,1991,True,False,False,786
6789,6760,1991,True,False,False,787
6798,3171,1991,True,False,False,788
6797,6721,1991,True,False,False,789
6797,3155,1991,True,False,False,790
6796,6761,1991,True,False,False,791
6795,1276,1991,True,False,False,792
6793,1237,1991,True,False,False,793
6792,6738,1991,True,False,False,794
6791,6679,1991,True,False,False,795
6790,2747,1991,True,False,False,796
6790,2733,1991,True,False,False,797
6789,6763,1991,True,False,False,798
6798,3104,1991,True,False,False,799
6777,2752,1991,True,False,False,800
6787,6655,1991,True,False,False,801
6777,6670,1991,True,False,False,802
3212,102,1991,True,False,False,803
3211,1300,1991,True,False,False,804
3210,3116,1991,True,False,False,805
3209,3173,1991,True,False,False,806
3209,3172,1991,True,False,False,807
3209,3170,1991,True,False,False,808
3209,3139,1991,True,False,False,809
3208,3172,1991,True,False,False,810
3208,3171,1991,True,False,False,811
3208,3170,1991,True,False,False,812
3206,3173,1991,True,False,False,813
3206,3171,1991,True,False,False,814
3205,3166,1991,True,False,False,815
3205,3148,1991,True,False,False,816
6777,6621,1991,True,False,False,817
3204,3183,1991,True,False,False,818
3204,3157,1991,True,False,False,819
3203,3128,1991,True,False,False,820
3198,6760,1991,True,False,False,821
3198,6663,1991,True,False,False,822
3198,3215,1991,True,False,False,823
